,Nava Representation,Tokenized Lemmatized
888,"[u'red', u'economic', u'grind']","[u'nicaraguans', u'see', u'red', u'over', u'economic', u'ruin', u'grinding', u'poverty']"
889,"[u'tell', u'get', u'short']","[u'i', u'can', u'tell', u'you', u'he', u'is', u'got', u'a', u'very', u'short', u'fuse']"
890,"[u'steam', u'real']","[u'all', u'steamed', u'up', u'over', u'the', u'real', u'thing']"
891,"[u'say', u'planned', u'last', u'angry', u'bank', u'handed']","[u'mr', u'brown', u'said', u'the', u'planned', u'charges', u'were', u'the', u'last', u'straw', u'for', u'customers', u'already', u'angry', u'over', u'banks', u'high', u'handed', u'attitude']"
892,"[u'regret', u'enter', u'tourist', u'trade', u'industry', u'wait', u'bated', u'see', u'swindon']","[u'neither', u'bradford', u'nor', u'birmingham', u'regrets', u'entering', u'the', u'tourist', u'trade', u'the', u'industry', u'waits', u'with', u'bated', u'breath', u'to', u'see', u'how', u'swindon', u'fares']"
893,"[u'insecure', u'bundle', u'nerve']","[u'rosie', u'was', u'very', u'insecure', u'and', u'a', u'bundle', u'of', u'nerves']"
894,"[u'cat', u'hot', u'distraught', u'decision', u'go', u'bombard', u'letter', u'flower']","[u'mr', u'cubbage', u'was', u'like', u'a', u'cat', u'on', u'hot', u'bricks', u'he', u'was', u'most', u'distraught', u'at', u'coleen', u's', u'decision', u'to', u'go', u'to', u'england', u'and', u'he', u'bombarded', u'her', u'with', u'letters', u'and', u'flowers']"
895,"[u'call', u'consummate', u'nerve', u'steel']","[u'it', u'calls', u'for', u'consummate', u'timing', u'and', u'nerves', u'of', u'steel']"
896,"[u'would', u'suffer', u'pin', u'needle']","[u'she', u'would', u'be', u'suffering', u'from', u'pins', u'and', u'needles']"
897,"[u'gay', u'scared', u'stiff', u'anything']","[u'we', u'were', u'all', u'gay', u'but', u'scared', u'stiff', u'to', u'do', u'anything', u'about', u'it']"
898,"[u'tenterhook', u'twin']","[u'i', u'am', u'really', u'on', u'tenterhooks', u'about', u'the', u'twins']"
899,"[u'tour', u'take', u'mania', u'reach', u'fever', u'pitch', u'band', u'force', u'employer', u'minder', u'make', u'sure', u'sticky', 'not_get']","[u'it', u'was', u'after', u'the', u'tour', u'that', u'take', u'that', u'mania', u'reached', u'fever', u'pitch', u'and', u'the', u'band', u'were', u'forced', u'to', u'employer', u'a', u'minder', u'to', u'make', u'sure', u'they', u'do', u'not', u'get', u'into', u'any', u'sticky', u'situations']"
900,"[u'tigersharks', u'awake', u'raring', u'go']","[u'but', u'the', u'tigersharks', u'are', u'wide', u'awake', u'and', u'raring', u'to', u'go']"
901,"[u'wench', u'tell', u'deep', u'different']","[u'just', u'another', u'wench', u'he', u'told', u'himself', u'angrily', u'but', u'deep', u'down', u'he', u'knew', u'different']"
902,"[u'thrash', u'bed', u'fish', u'water', u'word', u'picture', u'head', 'not_censoring']","[u'he', u'will', u'thrash', u'in', u'the', u'bed', u'like', u'a', u'fish', u'out', u'of', u'water', u'not', u'censoring', u'the', u'words', u'and', u'pictures', u'in', u'his', u'head']"
903,[u'freudian'],"[u'how', u'about', u'that', u'for', u'a', u'freudian', u'slip']"
904,"[u'piece', 'not_go']","[u'i', u'do', u'not', u'usually', u'go', u'to', u'pieces', u'like', u'this']"
905,"[u'follow', u'change', u'heart', u'ask', u'flesh', u'figure']","[u'the', u'following', u'day', u'however', u'mrs', u'thatcher', u'had', u'a', u'change', u'of', u'heart', u'and', u'asked', u'him', u'to', u'flesh', u'out', u'his', u'figures']"
906,"[u'effect', u'message', u'send', u'keep', u'stiff', u'upper', u'hope', u'day', u'kidnapper', u'might', u'let', u'go']","[u'in', u'effect', u'the', u'message', u'being', u'sent', u'to', u'john', u'and', u'the', u'other', u'hostages', u'was', u'that', u'they', u'had', u'to', u'keep', u'a', u'stiff', u'upper', u'lip', u'and', u'hope', u'that', u'one', u'day', u'the', u'kidnappers', u'might', u'let', u'them', u'go']"
907,"[u'most', u'await', u'return', u'mixed', u'apprehension', u'mix', u'trepidation']","[u'most', u'people', u'in', u'three', u'oaks', u'bay', u'were', u'awaiting', u'dizzy', u'liston', u's', u'return', u'with', u'mixed', u'feelings', u'mainly', u'apprehension', u'mixed', u'with', u'trepidation']"
908,"[u'bore', 'not_hard']","[u'and', u'she', u'bore', u'arnie', u'no', u'hard', u'feelings']"
909,"[u'war', u'minute', u'put', u'nose', u'joint']","[u'he', u's', u'only', u'back', u'from', u'the', u'war', u'two', u'minutes', u'and', u'he', u'is', u'put', u'the', u'medical', u'officer', u'of', u'health', u's', u'nose', u'out', u'of', u'joint']"
910,"[u'course', u'pleased', u'put', u'print']","[u'and', u'of', u'course', u'we', u'are', u'pleased', u'as', u'punch', u'to', u'put', u'him', u'in', u'print', u'again']"
911,"[u'would', u'survive', u'constitutional', u'allow', u'world', u'save', u'face']","[u'bosnia', u'would', u'survive', u'as', u'a', u'constitutional', u'fiction', u'allowing', u'the', u'world', u'to', u'save', u'face']"
912,"[u'their', u'speak', u'volume', u'unity', u'create']","[u'their', u'very', u'names', u'speak', u'volumes', u'for', u'the', u'unity', u'which', u'the', u'spirit', u'creates']"
913,"[u'want', u'let', u'steam', u'lose', u'temper']","[u'it', u's', u'just', u'that', u'he', u'wants', u'to', u'let', u'off', u'steam', u'and', u'you', u'are', u'the', u'only', u'person', u'he', u'can', u'lose', u'his', u'temper', u'with']"
914,"[u'wise', u'wise', u'old', u'steam', u'see', u'way']","[u'these', u'were', u'wise', u'words', u'from', u'a', u'wise', u'old', u'bird', u'but', u'matilda', u'was', u'too', u'steamed', u'up', u'to', u'see', u'it', u'that', u'way']"
915,"[u'fat', u'american', u'refer', u'man', u'struggle', u'large', u'stew', u'waiter', u'say']","[u'the', u'fat', u'oyster', u'in', u'the', u'american', u'story', u'probably', u'refers', u'to', u'the', u'story', u'of', u'a', u'man', u'struggling', u'with', u'a', u'very', u'large', u'oyster', u'in', u'a', u'stew', u'to', u'whom', u'the', u'waiter', u'says']"
916,"[u'detail', u'drama', u'scene', u'keep', u'tenterhook', u'past', u'wonder', u'would', u'make', u'italian']","[u'drama', u'zoff', u'detailed', u'the', u'drama', u'behind', u'the', u'scenes', u'as', u'gazza', u'was', u'kept', u'on', u'tenterhooks', u'for', u'the', u'past', u'four', u'days', u'wondering', u'whether', u'he', u'would', u'make', u'his', u'italian', u'debut']"
917,"[u'public', u'contain', u'veiled', u'warning', u'colleague', u'doubt', u'strategy']","[u'mrs', u'thatcher', u's', u'public', u'speeches', u'contained', u'thinly', u'veiled', u'warning', u'messages', u'to', u'colleagues', u'who', u'doubted', u'the', u'strategy']"
918,"[u'there', u'dancing', u'monkey', u'bell', u'ankle']","[u'there', u'is', u'also', u'a', u'dancing', u'monkey', u'with', u'bells', u'on', u'its', u'ankles']"
919,"[u'dudes', u'time', u'chill']","[u'yo', u'dudes', u'it', u'is', u'time', u'to', u'chill', u'out', u'with', u'dj', u'phil', u'disco', u'king']"
920,"[u'suppose', u'someone', u'love', u'chocolate', u'fall', u'big', u'stuff', u'eat', u'way', u'element', u'immerse', u'term', u'falconer', u'use', u'study', u'vast', u'equipment', u'old', u'valuable', u'immaculate', u'bird']","[u'the', u'equivalent', u'i', u'suppose', u'of', u'someone', u'who', u'loves', u'chocolate', u'falling', u'into', u'a', u'big', u'vat', u'of', u'the', u'stuff', u'and', u'unhurriedly', u'eating', u'their', u'way', u'out', u'i', u'was', u'in', u'my', u'element', u'immersing', u'myself', u'in', u'all', u'the', u'terms', u'falconers', u'use', u'and', u'studying', u'brian', u's', u'vast', u'collection', u'of', u'equipment', u'some', u'of', u'it', u'quite', u'old', u'and', u'valuable', u'but', u'in', u'immaculate', u'condition', u'like', u'his', u'birds']"
921,"[u'morning', u'session', u'law', u'court', u'full', u'hall', u'corridor', u'crowd']","[u'the', u'morning', u'session', u'at', u'the', u'law', u'courts', u'was', u'in', u'full', u'swing', u'and', u'the', u'halls', u'and', u'corridors', u'were', u'crowded']"
922,"[u'follow', u'display', u'programme', u'plan', u'sponsor', u'family', u'team', u'child', u'husband', u'grannie', u'auntie', u'group', u'friend', u'team', u'must', u'ball']","[u'this', u'will', u'be', u'followed', u'by', u'the', u'display', u'programme', u'and', u'then', u'we', u'are', u'planning', u'a', u'sponsored', u'event', u'which', u'can', u'be', u'as', u'a', u'family', u'team', u'with', u'mum', u'children', u'and', u'husband', u'grannie', u'auntie', u'or', u'a', u'group', u'of', u'friends', u'each', u'team', u'of', u'four', u'plus', u'one', u'must', u'have', u'a', u'ball']"
923,"[u'enjoyable', u'life', u'soul', u'party']","[u'she', u'was', u'having', u'a', u'very', u'enjoyable', u'time', u'and', u'was', u'clearly', u'the', u'life', u'and', u'soul', u'of', u'the', u'party']"
924,"[u'member', u'bridal', u'guest', u'may', u'want', u'go']","[u'when', u'the', u'party', u'is', u'over', u'members', u'of', u'the', u'bridal', u'party', u'and', u'guests', u'may', u'want', u'to', u'go']"
925,"[u'pull', u'leg', u'face', u'collapse', u'relief']","[u'i', u'was', u'only', u'pulling', u'your', u'leg', u'his', u'face', u'collapsed', u'with', u'relief']"
926,"[u'make', u'joke', u'pause', u'punch', u'line', u'let', u'audience', u'know', u'humour', u'enliven', u'proceeding', u'enjoy']","[u'if', u'you', u'make', u'a', u'joke', u'pause', u'before', u'the', u'punch', u'line', u'and', u'let', u'the', u'audience', u'know', u'that', u'humour', u'is', u'about', u'to', u'enliven', u'the', u'proceedings', u'by', u'enjoying', u'it', u'yourself', u'beforehand']"
927,"[u'choose', u'fight', u'first', u'cloud', u'safe']","[u'in', u'1987', u'when', u'i', u'was', u'chosen', u'to', u'fight', u'my', u'first', u'election', u'at', u'birmingham', u's', u'perry', u'barr', u'i', u'was', u'on', u'cloud', u'nine', u'even', u'though', u'it', u'was', u'a', u'safe', u'labour', u'seat']"
928,"[u'first', u'think', u'everyone', u'boom', u'dump', u'talk', u'realise', u'everyone', u'suffer']","[u'at', u'first', u'we', u'thought', u'everyone', u'else', u'was', u'booming', u'while', u'we', u'were', u'down', u'in', u'the', u'dumps', u'but', u'from', u'talking', u'to', u'other', u'businessmen', u'you', u'realise', u'that', u'everyone', u'is', u'suffering', u'the', u'same']"
929,"[u'mouth', u'yesterday', u'red', u'leave', u'false', u'week']","[u'pensioner', u'ivy', u'groves', u'was', u'down', u'in', u'the', u'mouth', u'yesterday', u'because', u'government', u'red', u'tape', u'will', u'leave', u'her', u'without', u'false', u'teeth', u'for', u'weeks']"
930,"[u'grin', u'ear', u'ear']","[u'suddenly', u'lisa', u'was', u'grinning', u'from', u'ear', u'to', u'ear']"
931,"[u'smile', u'say', u'voice', u'indicate', u'grin', u'cat']","[u'smile', u'he', u'said', u'his', u'voice', u'indicating', u'that', u'he', u'was', u'certainly', u'grinning', u'like', u'a', u'cheshire', u'cat']"
932,"[u'what', u'want', u'slap', u'face', u'stalk', 'not_look']","[u'what', u'she', u'wanted', u'was', u'to', u'slap', u'nicolo', u'sabatini', u's', u'face', u'to', u'stalk', u'out', u'of', u'the', u'sala', u'dell', u'arte', u'and', u'never', u'look', u'back']"
933,"[u'sight', u'twig', u'pick', u'burst', u'bud', u'vase', u'enough', u'send', u'rapture']","[u'the', u'sight', u'of', u'a', u'twig', u'she', u'had', u'picked', u'bursting', u'into', u'bud', u'in', u'a', u'vase', u'was', u'enough', u'to', u'send', u'her', u'in', u'raptures']"
934,"[u'birthday', u'boy', u'seventh', u'notch', u'election', u'success']","[u'birthday', u'boy', u'fred', u'proctor', u'was', u'in', u'seventh', u'heaven', u'after', u'notching', u'up', u'yet', u'another', u'election', u'success']"
935,"[u'people', u'diagnose', u'cancer', u'etcetera', u'erm', u'fact', u'convention', u'yesterday', u'client', u'stage', u'lady', u'diagnose', u'breast', u'cancer', u'get', u'pay', u'live', u'assurance', u'year', u'clear', u'thrilled', u'bit']","[u'people', u'have', u'been', u'diagnosed', u'with', u'cancer', u'etcetera', u'erm', u'in', u'fact', u'at', u'the', u'convention', u'yesterday', u'they', u'had', u'some', u'clients', u'on', u'the', u'stage', u'one', u'lady', u'had', u'been', u'diagnosed', u'with', u'breast', u'cancer', u'she', u'got', u'a', u'pay', u'out', u'from', u'living', u'assurance', u'five', u'years', u'later', u'she', u'is', u'been', u'cleared', u'and', u'and', u'she', u'is', u'thrilled', u'to', u'bits', u'about', u'it']"
936,"[u'wonderful', u'walk', u'air']","[u'it', u'was', u'a', u'wonderful', u'feeling', u'as', u'if', u'i', u'was', u'walking', u'on', u'air']"
937,"[u'bet', u'would', u'go', u'banana']","[u'i', u'bet', u'she', u'would', u'go', u'bananas']"
938,"[u'restore', u'fell', u'disuse', u'sell', u'basket', u'case']","[u'restored', u'in', u'1960', u'for', u'the', u'temora', u'aero', u'club', u'she', u'eventually', u'fell', u'into', u'disuse', u'and', u'was', u'sold', u'to', u'ray', u'windred', u'of', u'dungong', u'new', u'south', u'wales', u'as', u'a', u'basket', u'case']"
939,"[u'finite', u'limited', u'world', u'make', u'infinite', u'immaterial', 'not_is']","[u'finite', u'in', u'number', u'the', u'limited', u'material', u'world', u'they', u'make', u'up', u'is', u'not', u'all', u'there', u'is', u'for', u'besides', u'an', u'infinite', u'god', u'we', u'have', u'immaterial', u'souls']"
940,"[u'would', u'input', u'overload', u'nuts']","[u'we', u'would', u'soon', u'be', u'in', u'input', u'overload', u'and', u'go', u'nuts']"
941,"[u'cross', u'irish', u'time', u'fell', u'exceed', u'total', u'tie', u'score', u'last', u'win', u'time', u'columnist', u'eat', u'humble', u'criticise', u'inferior', u'back', u'side']","[u'by', u'crossing', u'the', u'irish', u'line', u'six', u'times', u'at', u'twickenham', u'england', u'in', u'one', u'fell', u'swoop', u'exceeded', u'the', u'total', u'number', u'of', u'ties', u'scored', u'last', u'year', u'when', u'winning', u'the', u'grand', u'slam', u'and', u'it', u'is', u'time', u'for', u'this', u'columnist', u'to', u'eat', u'humble', u'pie', u'after', u'criticising', u'england', u'along', u'with', u'the', u'other', u'home', u'unions', u'for', u'inferior', u'standards', u'of', u'back', u'play', u'to', u'southern', u'hemisphere', u'sides']"
942,"[u'education', u'base', u'trial', u'error', u'school', u'specialise', u'education', u'autistic', u'develop', u'common']","[u'education', u'is', u'very', u'much', u'based', u'on', u'trial', u'and', u'error', u'though', u'schools', u'which', u'specialise', u'in', u'the', u'education', u'of', u'the', u'autistic', u'child', u'have', u'developed', u'common', u'aims']"
943,[u'do'],"[u'that', u'was', u'the', u'done', u'thing']"
944,"[u'overstep', u'mark', u'may', u'find', u'involve', u'costly', u'legal']","[u'if', u'you', u'overstep', u'the', u'mark', u'you', u'may', u'find', u'yourself', u'involved', u'in', u'a', u'costly', u'legal', u'fight']"
945,"[u'creator', u'fortress', u'warn', u'lay']","[u'general', u'de', u'rivieres', u'the', u'creator', u'of', u'verdun', u'fortress', u'had', u'warned', u'that', u'its', u'achilles', u'heel', u'lay', u'on', u'the', u'left', u'bank']"
946,"[u'there', u'alarm', u'bell', u'ring', u'skull']","[u'there', u'were', u'alarm', u'bells', u'ringing', u'in', u'edward', u's', u'skull']"
947,"[u'ask', u'trouble', u'put', u'step', u'old']","[u'asking', u'for', u'trouble', u'to', u'put', u'steps', u'like', u'that', u'where', u'there', u'are', u'old', u'people']"
948,"[u'time', u'go', u'blink', u'wonder', u'win']","[u'every', u'time', u'it', u'goes', u'on', u'the', u'blink', u'i', u'wonder', u'who', u'will', u'win']"
949,"[u'matter', u'come', u'head']","[u'recently', u'matters', u'had', u'come', u'to', u'a', u'head']"
950,"[u'say', u'cross', u'bear']","[u'he', u'says', u'it', u'is', u'a', u'cross', u'to', u'bear']"
951,"[u'drought', u'crux', u'matter', u'cause', u'cause', u'land', u'degradation']","[u'here', u'drought', u'is', u'the', u'crux', u'of', u'the', u'matter', u'and', u'whether', u'it', u'is', u'caused', u'by', u'or', u'causes', u'land', u'degradation']"
952,"[u'be', u'try', u'get', u'bottom']","[u'was', u'adams', u'right', u'in', u'trying', u'to', u'get', u'to', u'the', u'bottom', u'of', u'it']"
953,"[u'catch', u'high', u'dry']","[u'we', u'were', u'caught', u'high', u'and', u'dry']"
954,"[u'get', u'sync', u'possible', u'forget', u'coin']","[u'get', u'out', u'of', u'sync', u'as', u'quickly', u'as', u'possible', u'and', u'forget', u'the', u'coins', u'completely']"
955,"[u'scratch', u'surface', u'astonishing', u'reveal']","[u'but', u'scratch', u'the', u'surface', u'and', u'an', u'astonishing', u'mystery', u'is', u'revealed']"
956,"[u'everyone', u'stop', u'rot']","[u'everyone', u'has', u'their', u'own', u'idea', u'on', u'how', u'to', u'stop', u'the', u'rot']"
957,"[u'let', u'say', u'get', u'tight']","[u'let', u's', u'just', u'say', u'i', u'got', u'in', u'a', u'tight', u'spot']"
958,"[u'tip', u'iceberg']","[u'this', u'is', u'the', u'tip', u'of', u'the', u'iceberg']"
959,"[u'become', u'vicious', u'speak', u'mumbo']","[u'it', u'has', u'thus', u'become', u'a', u'vicious', u'circle', u'of', u'spoken', u'mumbo', u'jumbo']"
960,"[u'hope', u'plan', u'go', u'hitch']","[u'i', u'hope', u'all', u'your', u'plans', u'go', u'forward', u'without', u'a', u'hitch']"
961,"[u'run', u'backstage', u'shout', u'helpful', u'megaphone', u'hatch', u'splice', u'mainsail', u'stop', u'minute', u'show', u'new']","[u'al', u'jourgensen', u'is', u'running', u'around', u'backstage', u'shouting', u'out', u'such', u'helpful', u'commands', u'through', u'his', u'megaphone', u'as', u'batten', u'down', u'the', u'hatches', u'and', u'splice', u'the', u'mainsail', u'stopping', u'every', u'minute', u'or', u'two', u'to', u'proudly', u'show', u'off', u'his', u'new', u'tattoo']"
